"path","human","ground","auto","prosodic","ground_wer","ground_cer","auto_wer","auto_cer","prosodic_wer","prosodic_cer"
"SP_DID_234_seg_854.39_855.31.wav","quer dizer aquilo me chocou","então aquilo me chocou","que antes era aquilo mexeu com","quer dizer aquilo me chocou",0.4000,0.3333,1.0000,0.4815,0.0000,0.0000
"SP_DID_234_seg_1413.28_1419.52.wav","ah em primeiro lugar eu acho que é o o o diretor e os principais artistas né","em primeiro lugar eu acho que o o diretor e os principais artistas","aí primeiro eu dar eu passo uma","mas em primeiro lugar eu acho que eu depois você vê",0.2353,0.1316,0.8824,0.6974,0.6471,0.4868
"SP_DID_234_seg_407.75_409.36.wav","não tinha nem onde sentar viu?","não tinha nem onde sentar viu","não tinha nenhum descentável","não tinha nem onde é sentar viu",0.1667,0.0333,0.6667,0.4333,0.3333,0.1000
"SP_DID_234_seg_1209.09_1218.33.wav","assisti um filme era sobre droga eu não lembro o filme de um rapaz e uma moto aquilo me chocou tremendamente","ela assisti um filme era sobre droga eu não lembro o filme de um rapaz de uma moto aquilo me chocou tremendamente","assis que um filme era sobre brilho a eu moro em um gui e tenho um guarda-se","assiste um filme sobre droga",0.0952,0.0463,0.7619,0.5463,0.8095,0.7500
"SP_DID_234_seg_31.57_45.04.wav","eh irmã dela e e um professor da faculdade aí de são são caetano do sul eh ele dá aula no serviço social e ele nos convida de quase todo domingo a gente vai","é irmã dela e um professor da faculdade aí de são são caetano do sul eh ele dá aula no serviço social e ele nos convida quase todo domingo a gente vai","e o irmão dela é um professor da faculdade a intenção são","a irmã dela e um professor da faculdade e aí de são são se danos sozinha",0.0882,0.0449,0.8529,0.6987,0.7059,0.5833
"SP_DID_234_seg_1671.56_1684.04.wav","eu acho que seria a a a a o lado mais fácil de se chegar ao público para para se chamar ao teatro seria através da televisão","eu acho que seria a a a a o lado mais fácil de chegar ao público para para se chamar o teatro seria através da televisão","eu acho que seria a o alares tração e a gente tinha lá para o um bico","eu acho que seria a a o raro",0.0741,0.0323,0.7407,0.6290,0.7407,0.7742
"SP_DID_234_seg_173.80_174.98.wav","gostei muito de hair","gostei muito de resto","nós tem muito degu","gostei muito",0.2500,0.2500,1.0000,0.4500,0.5000,0.4000
"SP_DID_234_seg_1260.83_1262.23.wav","não lembro faz tempo que assisti também","não lembro faz tempo que eu assisti também","não lembro faz tempo que assiste também","não lembro faz tempo que assiste também",0.1429,0.0769,0.1429,0.0256,0.1429,0.0256
"SP_DID_234_seg_1935.41_1937.01.wav","eu acho que o cinema está perdendo viu","eu acho que o cinema está perdendo viu","eu acho que o cinema está perdendo viu","eu acho que o cinema está perdendo ouvir",0.0000,0.0000,0.0000,0.0000,0.1250,0.0789
"SP_DID_234_seg_2197.52_2200.95.wav","depois de assistir a novela a gente não vai assistir programa político","depois de assistir a novela a gente vai ser programa político","depois de assistir a novela a gê e o vai na vestido da rua índia","depois de assistir tira a novela a gente não vai",0.1667,0.1429,0.6667,0.3429,0.3333,0.4571
"SP_DID_234_seg_836.99_838.63.wav","eu achei aquilo horroroso viu?","eu achei aquilo horroroso viu","eu achei aquilo horroroso viu","eu achei aquilo horroroso viu",0.2000,0.0333,0.2000,0.0333,0.2000,0.0333
"SP_DID_234_seg_1761.05_1764.88.wav","você vê uma peça que vá duas três pessoas da família eles acham caro","você vê uma peça que vá duas três pessoas da família e eles acham caro","você vê uma peça que vai duas pessoas da família e precisa jantar","se vê uma peça que vá duas três pessoas da família e eles acham caro",0.0714,0.0294,0.3571,0.2794,0.1429,0.0882
"SP_DID_234_seg_1176.36_1178.28.wav","eu me lembro da vários filmes não lembro os nomes","eu me lembro de vários filmes não lembro os nomes","eu me lembro da vários filmes não lembro os nomes","e eu me lembro da várias sim eu sempre lembro os nomes",0.1000,0.0204,0.0000,0.0000,0.5000,0.2653
"SP_DID_234_seg_366.89_367.40.wav","eu me lembro","eu me lembro","eu meu índio","que eu me lembro",0.0000,0.0000,0.6667,0.5000,0.3333,0.3333
"SP_DID_234_seg_2107.24_2111.69.wav","e ficar em casa tomando seu cafezinho comendo seu sanduíche e e e assistindo filme","e ficar em casa tomando seu cafezinho comendo o seu sanduíche e assistindo o filme","e ficar em casa tomando seu cafezinho comendo os suíxidos e as","e ficar em casa tomando o seu cafezinho",0.2667,0.0976,0.4000,0.3293,0.6000,0.5732
"SP_DID_234_seg_175.17_176.47.wav","ai achei fabuloso","ai achei famoso","aí achei fabuloso","aí achei fabuloso",0.3333,0.1765,0.3333,0.0588,0.3333,0.0588
"SP_DID_234_seg_803.72_808.01.wav","bom eu quando tinha uns dezoito quinze a dezoito anos eu estudei ballet","bom eu quando tinha uns dezoito quinze a dezoito anos eu estudei balé","bom eu quando tinha uns dezoito quinze anos uns oito","bom eu quando tinha uns dezoito quinze a dezoito anos",0.0769,0.0423,0.3846,0.3380,0.2308,0.2535
"SP_DID_234_seg_177.25_179.02.wav","cenário de hair uma m maravilha","o cenário de real é uma maravilha","semanha dele como é minha maravilha","de um cenário deu uma ilha maravilha",0.6667,0.2903,0.8333,0.5806,0.8333,0.4839
"SP_DID_234_seg_2188.46_2191.38.wav","mas falava-se muito sobre o o alto custo de vida","mas falava-se muito sobre o o alto custo de vida","mas falava-se muito sobre o álbústrobio tudo de vida","mas falava-se muito sobre o alto custo de vida",0.0000,0.0000,0.3000,0.2500,0.1000,0.0417
"SP_DID_234_seg_780.61_791.11.wav","você já imaginou para para fazer a peça hair quanta gente que não foi eh eh não foi eh preparada ali","você imaginou para fazer a peça real quanta gente que não foi eh não foi eh preparada ali","você já imaginou para fazer a peça enquanto a gente não foi e não fui","você já imaginou parar para fazer a peça quanta gente que não foi e que vem se recar",0.1905,0.1500,0.4762,0.3800,0.4286,0.2700
"SP_DID_234_seg_558.46_562.83.wav","e lá no no teatro não o teatro é uma coisa que que aparece","e lá no no teatro não o teatro é uma coisa que que aparece","ela não no teatro ou no teatro é uma coisa que já parece","e lá no no teatro uma coisa que é que aparece",0.0000,0.0000,0.5000,0.1897,0.3571,0.2931
"SP_DID_234_seg_1220.31_1221.63.wav","eu não lembro o nome do filme","eu não lembro o nome do filme","eu não lembro o nome do filme","e eu não lembro o nome do filme",0.0000,0.0000,0.0000,0.0000,0.1429,0.0690
"SP_DID_234_seg_487.27_488.30.wav","deve ser como na televisão","deve ser como na televisão","deve ser como na televisão","deve ser como na televisão",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1978.35_1979.86.wav","há uns seis anos atrás ou oito","há uns seis anos atrás oito","há uns seis anos atrás sou ruído","há uns seis anos atrás ou oito",0.1429,0.1000,0.2857,0.1667,0.0000,0.0000
"SP_DID_234_seg_1114.79_1115.90.wav","não sei o que te responder","não sei o que te respondeu","não senhor o que que ele esconder","não sei o que ter respondido",0.1667,0.0385,0.6667,0.4231,0.3333,0.1538
"SP_DID_234_seg_1955.09_1975.95.wav","era eu acho que era nem divertimento o o passava porque a pessoa ficava cansada de ficar em fila adquirir ingresso ficava na fila de ingresso na fila de para entrar eu acho que isso não era uma coisa era um era uma coisa fora de de de de de de série a pessoa ir lá para se diver distrair divertir voltava cansada de pegar uma fila enorme","eu acho que era nem divertimento passava porque a pessoa ficava cansada de ficar em fila adquirir ingresso ficava na fila de ingresso na fila de para entrar eu acho que isso não era uma coisa fora de de de de série a pessoa ir lá para se de distrair e divertir voltava cansado de pegar uma fila enorme","peraí eu acho que era bem divertimento gostava da sua pessoa que era velha para mim e a gente vai virar as pessoas lá no rio e a gente se você já viu","era eu acho que esse meu divertimento não estava assim que eu disse que ele é assim se assim de salgada já lembro",0.1912,0.1217,0.8529,0.6795,0.8676,0.7359
"SP_DID_234_seg_272.74_274.06.wav","com quem foi casa de bonecas","com quem foi casa de bonita","com quem foi casa a ver bonecas","com quem foi casar de bonecas",0.1667,0.1071,0.3333,0.1429,0.1667,0.0357
"SP_DID_234_seg_567.37_570.67.wav","então no teatro eu acho que é é bem mais difícil","então no teatro eu acho que é bem mais difícil","então na teatro eu acho que é bem mais difícil","então no teatro eu acho que é bem mais difícil",0.0909,0.0417,0.1818,0.0625,0.0909,0.0417
"SP_DID_234_seg_2055.82_2057.96.wav","mas ainda passa jornal antes","mas ainda passa jornal antes","mas ainda passar jornal antes","mas ainda passa jornal",0.0000,0.0000,0.2000,0.0357,0.2000,0.2143
"SP_DID_234_seg_602.61_607.55.wav","eu acho que o trabalho deles é é medonho quer dizer o trabalho em conjunto né","eu acho que o trabalho deles é é medonho quer dizer eu trabalho em conjunto né","eu acho que o trabalho dele serve de bom me ver visível o trabalho um conjunto lá","eu acho que o trabalho deles",0.0625,0.0260,0.5625,0.2857,0.6250,0.6364
"SP_DID_234_seg_464.83_470.57.wav","eu não vou no cinema para me divertir então vou ao teatro para me divertir prefiro dar risada","eu não vou no cinema para me divertir então vou ao teatro para me divertir prefiro dar risada","eu não vou morar assim mesmo para me divertir então vou olhada para me divertir e ele fica para risada","eu não vou no cinema para me divertir então vou lá e descer na",0.0000,0.0000,0.5000,0.3011,0.4444,0.3871
"SP_DID_234_seg_794.47_794.92.wav","você não assistiu","você não assistiu","você não assistiu","você não assistiu",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1597.74_1600.89.wav","teatro pou eu acho que uma minoria que se interessa por teatro","teatro pouco eu acho que uma minoria que interessa para o teatro","teatro eu acho que uma memória de ciência das virtu","teatro olhe eu acho que na minha maioria é que se sente e sabe o seu",0.3333,0.1452,0.5833,0.4355,0.8333,0.4355
"SP_DID_234_seg_2156.70_2158.19.wav","programa preferido de televisão","programa preferir televisão","programa preferido de televisão","problemrobrana preferido de televisão",0.5000,0.1613,0.0000,0.0000,0.2500,0.2581
"SP_DID_234_seg_1641.85_1645.33.wav","acho que o pessoal é mais já é viciado ir ao cinema né","eu acho que o pessoal é mais já é viciado em ir ao cinema né","acho que o pessoal é mais já é viciado e aos irmã","acho que o pessoal é mais já é viciado irá ao cinema né",0.1538,0.1111,0.3077,0.1852,0.0769,0.0185
"SP_DID_234_seg_2200.95_2203.07.wav","vai até tarde atrapalha um bocado","vai até tarde atrapalha um bocado","vai apertar e atrapalha um bocado","vai até tarde atrapalhar um bocado",0.0000,0.0000,0.3333,0.1212,0.1667,0.0303
"SP_DID_234_seg_814.66_816.28.wav","eu era alu aluna da maria olenewa","eu era aluna da maria leneva","e o hino da maria era o","eu era louca rei no gás e aí",0.2857,0.1818,0.8571,0.5455,0.8571,0.6061
"SP_DID_234_seg_1482.45_1489.13.wav","eu acho que a televisão pega uma parte do dia todinho né com desenhos e a molecada fica grudada na televisão né","eu acho que a televisão pega uma parte do dia todinha né com desenhos e a molecada fica dando na televisão né","eu acho que a televisão pedal uma parte do","eu acho que a televisão pegou a maior parte do mulher",0.0909,0.0541,0.6364,0.6486,0.7273,0.6306
"SP_DID_234_seg_1218.75_1219.65.wav","assisti em araraquara","mas tinha lá naquara","assiste em araraquara","assiste em araraquara",1.3333,0.5238,0.3333,0.0476,0.3333,0.0476
"SP_DID_234_seg_1565.33_1572.90.wav","apesar do paulista não ter n nada para para ver né só o cinema não tem quase distração nenhuma então ele cai no cinema mesmo né","apesar do paulista não ter nada para ver né só cinema não tem quase distração nenhuma então ele cai no cinema mesmo né","apesar do paulista não ter nada para para","apesar do paulo esse um rindo a rama de",0.1154,0.0709,0.6923,0.6772,0.9231,0.7480
"SP_DID_234_seg_1384.42_1392.44.wav","não sei eu acho que tem uns temas aí tão horríveis a gente tem assistido cada filme nossa","não sei eu acho que tem uns temas aí tão horríveis a gente tem assistido cada filme","não sei eu acho que ele disse assim","não sei eu acho que tem os tenas ah não ruim a gente",0.0556,0.0674,0.7222,0.6404,0.5556,0.4831
"SP_DID_234_seg_107.40_116.62.wav","conter eu acho que o o o como é que eu vou dizer o que sei lá","contir eu acho que um uhum como é que eu vou dizer o que sei lá","compeiro eu acho que o o burro do um bezerro não precisa","contei que eu acho que eu ô como eu tive os meus eu desci lá",0.2353,0.1148,0.7059,0.5082,0.7059,0.4754
"SP_DID_234_seg_931.75_932.45.wav","eu achei","eu achei","eu achei","eu achei",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1015.64_1020.00.wav","não não tem não não não eu acho que vou ao cinema dormiria","não não tem não não eu acho que vou ao cinema dormiria","não não tem não não acho que vou assim na família","não não tem não eu acho que você não dorme",0.0769,0.0690,0.3846,0.3103,0.4615,0.3621
"SP_DID_234_seg_1537.94_1540.73.wav","o pessoal acha caro o teatro e de fato né","o pessoal acha caro o teatro de fato né","o pessoal acha caro o teatro e o teatro tudo","o pessoal acha caro o teatro e de fato né",0.1000,0.0488,0.3000,0.2195,0.0000,0.0000
"SP_DID_234_seg_352.16_356.48.wav","foi uma uma das peças que mais achei que o público aplaudiu foram as duas","foi uma uma das peças que eu mais achei que o público aplaudiu foram as duas","foi uma das peças que mais achei que se consertava pelo rola com a","foi uma uma das peças que mais achei que que eu queria para ela veio lá nos duas",0.0667,0.0411,0.4667,0.4110,0.5333,0.3562
"SP_DID_234_seg_1887.93_1890.41.wav","eu tenho impressão que o cinema está perdendo muito","eu tenho a impressão que o cinema está perdendo muito","eu tenho a impressão que o cinema está perdendo muito","eu tenho a impressão que o cinema está se tornando muito",0.1111,0.0392,0.1111,0.0392,0.3333,0.1569
"SP_DID_234_seg_1638.03_1640.95.wav","mas ainda eu acho que é uma pequena é uma parte menor","mas ainda eu acho que é uma pequena é uma parte menor","mas ainda eu acho que eu não vi","mas ainda eu acho que é uma pequena a parte menor",0.0000,0.0000,0.5833,0.5094,0.1667,0.0755
"SP_DID_234_seg_658.83_659.24.wav","é ou não é","é o","é horror","é um não é",0.7500,0.7000,0.7500,0.7000,0.2500,0.2000
"SP_DID_234_seg_254.20_258.75.wav","a última peça foi com aquelas aquela mu aquela artista famosa como é o nome dela","a última peça foi com aquela aquela artista famosa o nome dela","a última peça fui com aquelas atela no artista famosa o ano inglês","a última peça fui com aquelas aquelas artista famosas",0.2500,0.2250,0.5000,0.3250,0.6250,0.3750
"SP_DID_234_seg_943.04_945.22.wav","ter gostado né[((risos))","tenho gostado né","teve um ri","teruí viu",0.6667,0.5417,1.0000,0.7917,1.0000,0.7917
"SP_DID_234_seg_2082.76_2093.04.wav","eh as novelas que eu acho que é um público enorme que assiste e gosta e vou falar em novela tem o dia inteiro a noite a noite toda","eh as novelas que eu acho que é um público enorme que assiste e gosta e vou falar em novela tenho o dia inteiro a noite a noite toda","e as novelas que eu acho que é um pouco problema nesse","e as novelas que eu acho que é um público enorme que assisti e postar vou falar",0.0345,0.0231,0.7241,0.6231,0.5172,0.4154
"SP_DID_234_seg_158.48_163.25.wav","também não lembro o nome da peça mas me parece que era um grito num","também não lembro o nome da peça mas me parece que era um grito","também não lembro o nome da peça onde eu fiz mais dinheiro para um vídeo","também não lembro o nome e dá até essa nada",0.0667,0.0597,0.5333,0.4627,0.6667,0.5075
"SP_DID_234_seg_1952.99_1954.55.wav","então não era divertimento aquilo","então não era divertimento aquilo","então não era divertimento aquilo","então um era divertimento àquilo",0.0000,0.0000,0.0000,0.0000,0.4000,0.1212
"SP_DID_234_seg_1590.93_1595.55.wav","não é o às vezes passam peças que o o o público não se interessa por teatro","não é às vezes passam peças que o o o público não se interessa para o teatro","não eu acho as estação dessas que eu encontro e eu","mas eu às vezes passam peças que eu o publicinho de diretor",0.1765,0.0800,0.8824,0.6667,0.6471,0.4000
"SP_DID_234_seg_452.46_456.07.wav","prefiro do que do que drama","prefiro do que do que drama","prefiro do que dor que drama","prefiro do que duque dramar",0.0000,0.0000,0.1667,0.0370,0.5000,0.1111
"SP_DID_234_seg_998.58_1002.44.wav","porque por exemplo nós temos tido filmes bons não é","porque por exemplo nós temos tido filmes bons né","porque por exemplo nós nos","porque por exemplo nós sim de do filme juntos",0.2000,0.0588,0.6000,0.5098,0.6000,0.3137
"SP_DID_234_seg_883.62_887.22.wav","e não tive assim apresentação em teatros nem nada","e não tive assim apresentação em teatros nem nada","e não tive assim apresentação em teatros nem nada","eu não tive assim apresentação em teatros nem em nada",0.0000,0.0000,0.0000,0.0000,0.2222,0.0816
"SP_DID_234_seg_1125.04_1131.93.wav","bom eu acho que para mulher o que mais chama atenção são as cenas lindas os os locais que que passam e mais a roupa né","bom eu acho que para mulher o que mais chama a atenção são as cenas lindas os os locais que que passam e mais a roupa né","bom eu acho que para a mulher o que mais chama a atenção são as cenas meninas uns voltas se precisam de saúde","bom eu acho que estava olhava eu tinha que ir para a janela",0.0385,0.0169,0.5385,0.3220,0.7692,0.6441
"SP_DID_234_seg_92.47_93.95.wav","caiu o ministério eu gostei bastante","caiu o ministério gostei bastante","tá é o ministério eu gostei bastante","caio o homem mistério eu uso ele bastante",0.1667,0.0833,0.3333,0.1111,0.8333,0.3611
"SP_DID_234_seg_2121.79_2123.22.wav","principalmente nos fins de semana","principalmente nos fins de semana","principalmente nos fins de semana","principalmente nos fins de semana",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1188.96_1191.06.wav","porque eu vou s realmente se eu sei que o filme é bom viu","eu realmente o senhor sei que o filme é bom viu","porque eu vou realmente","porque eu vou realmente se",0.3571,0.3333,0.7143,0.5965,0.6429,0.5439
"SP_DID_234_seg_1325.38_1326.62.wav","eu acho que influi bastante","eu acho que inclui bastante","eu acho que influi bastante","eu acho que influi bastante",0.2000,0.0370,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1461.69_1463.56.wav","nossa a criançada adorou aquele filme","nossa a criançada adorou aquele filme","nossa a criançada adorou a telefilme","nossa a criançada adorou aquele filme",0.0000,0.0000,0.3333,0.0811,0.0000,0.0000
"SP_DID_234_seg_1930.09_1932.95.wav","entra toda hora entra gente","entra toda hora entra a gente","entra toda a rora entra a gente","entra toda hora entra a gente",0.2000,0.0741,0.6000,0.1852,0.2000,0.0741
"SP_DID_234_seg_73.00_84.49.wav","eu acho que uma a última peça que eu assisti foi da foi lá defronte o sesc no teatro do sesc foi a da olha não lembro qual foi a peça agora","eu acho que uma última peça que eu assisti foi da foi lá de fronte o sesc no teatro do sesc foi a da olha eu não lembro qual foi a peça agora","eu acho que uma tinha uma peça que o senhor disse o que eu tenho a vergonha de um o irmão","e eu acho que uma última peça vira um rindo assim que eu já fui assim na sua história do",0.1250,0.0432,0.7500,0.5971,0.8125,0.6187
"SP_DID_234_seg_127.56_129.93.wav","eu tenho assistido várias peças que eu tenho gostado mas","eu tenho assistido várias peças que eu tenho gostado mas","eu tenho várias espécies de e as","eu tenho raras assim",0.0000,0.0000,0.7000,0.5536,0.8000,0.6964
"SP_DID_234_seg_1229.01_1235.78.wav","eles tomavam entorpecente e as cenas ah ah uma das cenas me chocou tremendamente eu eu saí de lá do cinema o a arrasada","eles tomavam um entorpecente e as cenas ah uma das cenas me chocou tremendamente eu saí de lá do cinema arrasada","eles tomavam ali as cenas da alo das cenas lixerucu um","eles tomavam uma mulher assim eu levava a aula assim",0.2083,0.1092,0.7500,0.6555,0.8333,0.7143
"SP_DID_234_seg_1868.61_1877.70.wav","os cinemas que nós temos em são paulo não tenho mais ido quase a cinema mas eu acho que eram uns cinemas assim bem bem construídos","os cinemas que nós temos em são paulo eu não tenho mais ido quase cinema mas eu acho que eram um cinemas assim bem construídos","possava vir senhor de jambu na palma não tenho mais isso lá assim lá senhor a senhora","posto não com o cabelo vias e assim não tinha mais de",0.1538,0.0846,0.8846,0.6692,0.9231,0.7462
"SP_DID_234_seg_1302.30_1303.20.wav","o filme é bom","o filme é branco","o filme é bom","o filme é bom",0.2500,0.3846,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_616.53_643.58.wav","agora a televisão eu estou fazendo assim um uma uma comparação porque a televisão eu tenho ido estes últimos tempos eu tenho ido nesses programas de televisão então eu tenho achado que o trabalho que eles fazem na no no no palco para gravar o o teipe para televisão eu acho o público vai lá mas v percebe que não é uma coisa perfeita que vai aparecer vão ter cortes ou modificar","agora a televisão eu estou fazendo assim uma uma comparação porque a televisão eu tenho ido nesses últimos tempos eu tenho ido nesses programas de televisão eu tenho achado que o trabalho que eles fazem na no no palco para gravar o tape para a televisão eu acho o público vai lá mas percebe que não é uma coisa perfeita que vai aparecer vão ter cortes vão modificar","agora a televisão que eu estou fazendo assim os pôr os televisores","agora a televisão e fala assim lá vinha um todo o nome do senhor vinha de um senhor e os senhores se lembrados",0.1250,0.0661,0.9167,0.8439,0.9306,0.7751
"SP_DID_234_seg_447.06_451.98.wav","porque é comédia justamente eu não te falei eu gosto mais de comédia eu gosto de de coisa mais alegre sei lá","porque comédia justamente eu não te falei eu gosto mais de comédia eu gosto de de coisa mais alegre sei lá","porque é comédia justamente e computaríamos nós vamos vermos","porque é comédia justamente",0.0455,0.0185,0.8182,0.5741,0.8182,0.7500
"SP_DID_234_seg_262.98_264.68.wav","eu não lembro o nome dela agora","eu não lembro o nome dela agora","e eu não lembro o nome dela adora","e eu não lembro o nome dela agora",0.0000,0.0000,0.2857,0.0968,0.1429,0.0645
"SP_DID_234_seg_1689.31_1693.45.wav","você vê comentado os programas de domingo em todos os locais","você vê comentado os programas de domingo em todos os locais","se vê-lo vi os programas de domingo em todos os hotais","sever não me acostuma a ver assim um rosto",0.0000,0.0000,0.3636,0.2500,1.0000,0.7333
"SP_DID_234_seg_304.47_305.35.wav","e comentam comigo","e comentam comigo","e não tinha comigo","e e",0.0000,0.0000,0.6667,0.4118,0.6667,0.8235
"SP_DID_234_seg_1221.63_1222.49.wav","a molecada adorou","minha molecada adorou","a monicada adorou","a molecada adorou",0.3333,0.2353,0.3333,0.1176,0.0000,0.0000
"SP_DID_234_seg_1103.09_1104.46.wav","que mais você perguntou sobre","que mais você perguntou sobre ele","que mais você perguntou sobre","que mais você perguntou sobre",0.2000,0.1379,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1541.45_1551.95.wav","de vez em quando que aparece aí teatro ah a prefeitura faz ah peças e e quando passam eles fazem a preços populares mas eu acho que é caro o teatro","de vez em quando que aparece aí teatro ah a pintura faz a peças e quando passam eles fazem a preços populares mas eu acho que é caro o teatro","ter vez em quando que aparece aí a roda vi tudo lá só um velho assim lá os ramos os novos suficiá","de vez em quando que aparece a",0.0968,0.0544,0.7742,0.5782,0.7742,0.7959
"SP_DID_234_seg_878.16_882.79.wav","quer dizer eu tive pouco pouco tempo eu estudei acho que uns três anos ballet três ou quatro","quer dizer eu tive pouco pouco tempo eu estudei acho que uns três anos para ler três ou quatro","quer dizer eu tive pouco um pouco","quer dizer eu tive pouco com o meu irmão",0.1111,0.0543,0.7222,0.6522,0.7222,0.6087
"SP_DID_234_seg_457.19_460.44.wav","não drama já basta a vida","não drama já abasta a vida","não dá mas já dá esta vida","não já basta a vida",0.1667,0.0400,0.6667,0.3600,0.1667,0.2400
"SP_DID_234_seg_1265.77_1266.86.wav","outro filme","outro filme","o outro filme","outro filme",0.0000,0.0000,0.5000,0.1818,0.0000,0.0000
"SP_DID_234_seg_751.35_754.66.wav","eu tenho a impressão que é é mais um grupo que se reúne para fazer","eu tinha a impressão que é mais um grupo que se reúne para fazer","eu tenho a impressão que é mais um grupo que serve para fazer","eu tenho a impressão que é mais umbro do que sim",0.1333,0.0606,0.2000,0.0909,0.4667,0.3788
"SP_DID_234_seg_1238.92_1240.34.wav","eu não lembro o nome do filme","eu não lembro o nome do filme","eu não lembro o nome do filme","e eu não lembro o nome do filme",0.0000,0.0000,0.0000,0.0000,0.1429,0.0690
"SP_DID_234_seg_1891.28_1904.57.wav","porque você vai ao cinema você não vê aquela limpeza que antigamente existia um cin uns cinemas ótimos eu sei lá em são paulo parece que e e e está perdendo o cinema nessa parte eu acho que está não está evoluindo","porque você vai ao cinema você não vê aquela limpeza que antigamente existiam cin cinemas ótimos eu sei lá em são paulo parece que e está perdendo o cinema nessa parte eu acho que está não está evoluindo","porque você vai ao cinema do que não vem o que ele vem e diz o filme","porque você vai aos cemenas tinha um rindo e a vinha vindo em rastas de",0.1190,0.0469,0.7857,0.7324,0.8810,0.7371
"SP_DID_234_seg_869.89_876.82.wav","principalmente no no corpo de baile né de que o o pessoal todo tem que se exercitar e mudar muito de roupa","principalmente no no no corpo de baile né de que o pessoal todo tem que se exercitar e mudar muito de roupa","principalmente o cor de hera e aí ele pensa só no congulm e se","principalmente no no corpo de baile",0.0909,0.0472,0.8636,0.5943,0.7273,0.6698
"SP_DID_234_seg_2030.91_2051.42.wav","e e o público se parece que que que aceita bem os jornais porque são notícias que são at atuais ah quer dizer eu acho que geralmente antes do filme o pessoal fica eu acho que o pessoal aceita bem os jornais que aparecem","e e o público parece que que aceita bem os jornais porque são notícias que são atuais quer dizer eu acho que geralmente antes do filme o pessoal fica eu acho que o pessoal fica eu acho que o pessoal aceita bem os jornais que aparecem","e é o que você parece que que assim também de ver uma as vias assim as suas a viagem assim","que o público se é assim ele que",0.2273,0.1826,0.8864,0.7215,0.9091,0.8676
"SP_DID_234_seg_1187.18_1188.64.wav","por isso é que eu deixo de ir ao cinema","por isso que eu deixo de ir ao cinema","porque só é que eu vejo de ir ao cinema","porque só é que eu deixo de ir ao cinema",0.1000,0.0513,0.3000,0.2051,0.2000,0.1282
"SP_DID_234_seg_1585.70_1589.91.wav","não sei não sei eu acho que o o teatro não não é tão assim divulgado né","eu sei não sei acho que o o teatro não é tão assim divulgado né","não sei não sei eu acho que sou pé a pau não me tão assim divulgava","não sei não sei eu acho que o teatro",0.1765,0.1408,0.4118,0.2676,0.4706,0.4930
"SP_DID_234_seg_337.15_351.85.wav","eu não não a não acho assim que eles aplaudem não sei eu tenho impressão que que o o público vai a teatro e não não não não tem êh êh que eu eu notei que aplaudiam muito quando eu te falei da peça do hair e do roda viva","eu não não acho assim que eles aplaudem não sei eu tenho a impressão que que o público vá ao teatro eu não não não eu notei que aplaudiam muito quando eu te falei da peça do herre do roda-viva","eu não achou assim que ele não se vinha isso e o meu povo lá na casa","eu não não acho assim não que ele é de um dia de um rindo",0.3400,0.1735,0.8800,0.7352,0.8600,0.7717
"SP_DID_234_seg_720.59_724.15.wav","não o eu tenho notado diferença","não eu tenho notado diferença","não eu tenho uma outra diferença","não eu tenho notado diferença",0.1667,0.0645,0.5000,0.3226,0.1667,0.0645
"SP_DID_234_seg_485.05_485.97.wav","como é elaborada?","como é elaborada","como é elaborada","como é elaborada",0.3333,0.0588,0.3333,0.0588,0.3333,0.0588
"SP_DID_234_seg_923.92_928.78.wav","é roupa é uma correria danada é sei lá eu achei aquilo me chocou tanto viu?","e a roupa é uma correria danada sei lá eu achei aquilo me chocou tanto viu","quer volta é uma correria danada é uma cheia de lixo ocultando de","tem roupa é uma correria danada se tem ah sim a ci a silvi se eu do",0.2500,0.0800,0.6875,0.4533,0.7500,0.4533
"SP_DID_234_seg_164.46_165.46.wav","ach não não foi essa","mas não foi essa","não não foi essa","então não foi essa",0.4000,0.3500,0.2000,0.2000,0.4000,0.2500
"SP_DID_234_seg_888.94_896.49.wav","mas nessa vez que o balé russo veio para cá que nós fomos fazer fundo com eles para eles eu achei aquilo me chocou","mas nessa vez que o balé russ veio para cá que nós fomos fazer fundo com eles para eles eu achei aquilo me chocou","mas nessa vez que o e o iguçu veio para cá que nós somos umas rindo um do ano e aí","mas nessa vez que os línguos o verde a carracinha arrumou as vezes rios os senhores",0.0417,0.0088,0.6250,0.4649,0.8333,0.5965
"SP_DID_234_seg_1268.89_1270.11.wav","porque eu saio cansada mesmo","porque eu saio cansada mesmo","porque eu saio só da minha","porque eu saio cansado mesmo",0.0000,0.0000,0.6000,0.3214,0.2000,0.0357
